1,B,Y,Y,Y,L,T,G,T,T,Y,WL,Y,WL,Y,S
2,B,T,Y,Y,L,T,K,T,Y,Y,WL,Y,WL,Y,R
3,A,Y,Y,Y,L,C,K,Y,Y,Y,WL,Y,WL,Y,R
4,B,Y,Y,Y,L,T,G,T,Y,T,WL,T,WL,Y,P
5,B,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WL,Y,P
6,B,Y,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
7,B,T,Y,Y,I,T,G,Y,Y,Y,WL,Y,WM,Y,P
8,B,T,Y,Y,I,T,G,Y,Y,Y,WM,Y,WL,Y,P
9,A,Y,Y,Y,I,T,K,Y,Y,Y,WL,Y,WL,Y,R
10,B,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WL,Y,S
11,B,Y,Y,Y,L,T,K,Y,Y,Y,WM,Y,WL,Y,S
12,A,Y,Y,Y,I,T,G,Y,Y,Y,WM,T,WM,Y,R
13,B,T,Y,T,I,T,K,Y,Y,Y,WL,Y,WL,Y,Q
14,B,T,Y,T,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
15,A,Y,Y,Y,L,C,K,Y,Y,Y,WL,Y,WL,Y,R
16,B,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WM,Y,S
17,A,Y,Y,T,L,C,G,Y,Y,Y,WL,Y,WL,Y,Q
18,A,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,Q
19,B,Y,Y,Y,I,T,G,Y,Y,Y,WL,Y,WL,Y,P
20,B,Y,Y,Y,L,T,G,T,T,Y,WL,Y,WL,Y,R
21,A,Y,Y,Y,I,T,K,Y,Y,Y,WL,Y,WL,Y,Q
22,A,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WM,Y,Q
23,B,Y,Y,Y,I,T,G,Y,Y,Y,WL,Y,WM,T,Q
24,A,Y,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
25,B,Y,Y,Y,L,C,K,Y,Y,Y,WL,Y,WL,Y,R
26,C,Y,Y,Y,L,C,K,Y,Y,T,WL,Y,WM,Y,Q
27,B,Y,Y,Y,L,C,K,Y,Y,Y,WL,Y,WL,Y,R
28,B,T,Y,T,I,T,G,Y,Y,Y,WM,Y,WL,Y,S
29,B,T,Y,T,I,T,G,Y,Y,Y,WM,Y,WL,Y,R
30,A,Y,Y,Y,L,C,K,Y,Y,Y,WM,Y,WL,Y,R
31,A,Y,Y,Y,L,C,G,Y,Y,Y,WM,Y,WL,T,R
32,A,Y,Y,Y,L,C,K,Y,Y,T,WL,T,WL,Y,R
33,B,Y,Y,Y,L,T,G,T,T,T,WM,T,WL,Y,R
34,B,Y,Y,Y,L,C,K,Y,T,T,WL,T,WL,Y,Q
35,B,Y,Y,Y,L,C,G,Y,Y,Y,WL,Y,WL,Y,R
36,B,Y,Y,Y,L,T,G,T,T,T,WM,T,WL,Y,Q
37,A,T,Y,Y,L,T,G,T,T,T,WL,T,WM,Y,R
38,B,Y,Y,Y,L,T,G,Y,T,T,WL,Y,WL,Y,P
39,B,Y,Y,Y,L,T,G,Y,T,T,WL,Y,WL,Y,P
40,B,Y,Y,Y,L,T,G,Y,T,T,WL,Y,WL,Y,P
41,B,T,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,T,R
42,B,Y,Y,Y,I,T,G,T,Y,T,WM,T,WL,Y,R
43,A,Y,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
44,C,Y,Y,Y,L,T,G,T,T,T,WL,T,WL,Y,R
45,C,Y,Y,Y,L,C,G,Y,Y,Y,WM,Y,WL,Y,R
46,B,Y,Y,Y,L,T,K,Y,Y,Y,WL,Y,WL,Y,P
47,B,Y,Y,Y,L,T,G,Y,T,Y,WL,Y,WM,Y,R
48,B,Y,Y,Y,I,T,K,Y,Y,Y,WM,Y,WL,Y,S
49,B,Y,Y,Y,I,C,K,Y,Y,Y,WL,Y,WL,Y,R
50,A,Y,Y,Y,L,T,K,Y,Y,Y,WL,Y,WL,Y,Q
